PaperID,Authors,Author full names,Author(s) ID,Title,Year,Source title,Link,Abstract
1197,Ishii N.; Takano Y.; Muraki M.,"Ishii, Nobuaki (36888231900); Takano, Yuichi (15073427700); Muraki, Masaaki (56227917600)",36888231900; 15073427700; 56227917600,An order acceptance strategy under limited engineering man-hours for cost estimation in Engineering-Procurement-Construction projects,2014,International Journal of Project Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894248892&doi=10.1016%2fj.ijproman.2013.07.009&partnerID=40&md5=e70610df2027b9cc9b36241a9bd1f4df,"Accurate cost estimation is essential for any Engineering-Procurement-Construction (EPC) contractor accepting profitable projects because the project price is determined prior to receiving the contract. Therefore the contractor needs to ensure engineering man-hours (MH) in order to estimate project costs accurately as well as carry out the accepted orders. In this paper, we develop MH based order acceptance strategies and investigate their effects on the total expected profit through a long-term operation in EPC projects under a competitive bidding situation. To this end we build a simulation model describing relations among the volume of MH for cost estimation, accepted orders, revenues, and profits in EPC projects. Using our model, we show that the strategy, which maintains the appropriate balance of MH for cost estimation and project execution under the variability of accepted orders with competitive bidding situations, improves the total expected profit in EPC projects. © 2013 Elsevier Ltd and IPMA."
1198,Fiaz M.; Younas S.; Ullah M.Z.; Yang N.D.,"Fiaz, Muhammad (16030570400); Younas, Shoukat (55868399900); Ullah, Malik Zaka (55869614600); Yang, Nai Ding (8531611200)",16030570400; 55868399900; 55869614600; 8531611200,"An empirical analysis of risks, involved in marketing of civil engineering products",2013,Advanced Materials Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884823873&doi=10.4028%2fwww.scientific.net%2fAMR.742.98&partnerID=40&md5=0e4708d914d4c46e77d7fb26318052ad,"This research paper is an effort to highlight prominent key risks which are involved in marketing of civil engineering products. Construction moguls hire the services of third party to market and sale the engineering products but they are not fully experts in construction affairs. A framework of marketing risks has been devised to help the third party personnel during sales of completed or under process civil projects. These risks have been evaluated by the sales managers and site engineers through survey process. Last three decades have witnessed the Chinese economy growing at very rapid rate especially for massive construction developments. Rapid developments in building designs, customers ever changing demands, state policies and geographical locations have made the marketing strategies risk prone in China. Marketing concept was introduced during 60s to get the cmpettive advanteges by business moguls. His concepts caused a paradigm shift in business concept to suggests that business should satisfy their customer's needs which are the heart of business. Customer's loyalty and satisfaction were put at first in priority. The results indicate that the key risks as: economic slowdown, price inflation, liquidity risks, capital risks, competition, interest rates, land acquisitions, payment risks, investors changes, inaccurate cost estimation, design variations, administrative issues, poor competency of third party, non-familiarity with construction affairs, poor safety measures, political stability, law and order situation and problems for approval and permission process cause to push construction entrepreneurs towards complex scenarios. These results have been extracted on the basis of research survey. 313 paper base and online questionnaires were sent to solicit responses from sales professionals and site engineers during survey. Overall, 113 responses were collected during research survey. Responses were scaled on 5-likert scale. Data has been analyzed using SPSS software. © (2013) Trans Tech Publications, Switzerland."
1199,Yi T.; Zhang Y.; Cui S.,"Yi, Tao (25927707100); Zhang, Yi (56687915000); Cui, Shanshan (56688079500)",25927707100; 56687915000; 56688079500,Cost estimating method of power engineering overhead line based on fuzzy analogy,2014,Energy Education Science and Technology Part A: Energy Science and Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931274734&partnerID=40&md5=624c3bfa0bd7c4a6522881c1cbc72d32,"Fast cost estimating of project has different positive impacts on all the parties involved in the project. Forecasting unit cost provides preconditions for project cost control. It is of prime importance to minimize unnecessary costs and control the cost within reasonable range. Take power engineering overhead line project as an example, because of the diversity and complexity of the influence factors, it is difficult to estimate the unit cost of the power engineering overhead line. However, unit construction cost is the key technological economic indicators of projects. It plays an important role in cost controlling of all the participants. In this paper, firstly, we compare the characteristic factors of overhead line through fuzzy analogy based on the typical engineering data. Secondly, we use exponential smoothing method to estimate the unit cost. Finally, we take actual engineering data into account to calculate and verify the accuracy of such estimating. Furthermore, as one would expect, overhead line cost estimating tend to provide a scientific and practical methods for participants to control the cost. © Sila Science. All rights reserved."
1200,Sayli A.; Elibol A.,"Sayli, Ayla (6506638453); Elibol, Armagan (24733903500)",6506638453; 24733903500,Rule evaluation algorithm for semantic query optimisation,2013,Applied Mathematics and Information Sciences,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883037176&doi=10.12785%2famis%2f070515&partnerID=40&md5=feecb2a5fddc4f4b90f8a6b459fcd801,"Semantic Query Optimisation (SQO) in Relational Database Management Systems (RDMSs) is a query optimisation approach which uses rules learned from past queries in order to execute new queries more intelligently without accessing database, whenever possible. The approach is composed of several components: Query Representation, Query Optimisation, Automatic Rule Derivation and Rule Maintenance. This paper focused on the query optimisation component. In RDMSs, during the traditional SQO, different alternative queries of a given query can be constructed using matching rule(s) from the rule set, and then its optimiser selects one of the alternatives as an optimum query which will give the same answer set but it can be executed faster than the original query. One of the main problems occurs during this process is to have many matched rules e.g., if the number of the rules is N, the number of the alternative queries is 2N -1. The construction and the optimisation of these alternatives also take time in addition to the execution of the query. In order to overcome this problem, in this paper we propose a new Rule Evaluation Algorithm. The main goal of the algorithm is to evaluate matching rule(s) and select useful/promising rules. And then use selected rules to construct an optimum query. The algorithm can answer the question of the utility of rules in the query optimisation. The system of the approach based on the algorithm has been implemented and its computational results are given. The experimental results show that the algorithm can trim the number of the rules significantly. © 2013 NSP Natural Sciences Publishing Cor."
1201,Ye X.,"Ye, Xiaoling (48362051400)",48362051400,The cost risk management and control of construction project,2011,"Proceedings of the 16th International Symposium on Advancement of Construction Management and Real Estate, CRIOCM 2011",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928717404&partnerID=40&md5=7aa9d759a901d39b053b9a3e87853dbc,"Construction project has the characteristic of a long period of time, one-off, complexity and so on, which is existing risk ultimately. As the construction project faces with various risk factors which can cause the changes of project cost, the project cost has a strong uncertainty and randomicity of risk occurrence. Nowadays there exist some problems in the cost risk management of construction project ,such as the disjoint between the construction cost management and the entire construction operation, the management personnel's professional qualities and cost risk management abilities are not high enough. Lacking of the effective management method of project cost risk is the main reason of these problems. This paper analyzes the cost risk of construction project from four aspects, which are the compilation of project resource plan, the compilation of cost estimation, the compilation of project cost budget, and the control and prediction of project cost and put forward the relevant cost risk management countermeasures, and carries out the risk management with some technique methods. The cost risk control of construction project should be carried out in the aspects of risk avoidance, risk suppression, risk retention and risk transfer. Therefore, the cost can be reduced effectively, the enterprise's business management and economic benefit can be improved. © The Hong Kong Polytechnic University."
1202,Bowen A.; Dimick J.; Rowan N.; Hecox E.,"Bowen, Alexandra (58458890800); Dimick, Jordan (53363340200); Rowan, Nicole (36188441200); Hecox, Eric (36188291100)",58458890800; 53363340200; 36188441200; 36188291100,Innovative pipeline cost estimating for Colorado water supply planning,2011,Pipelines 2011: A Sound Conduit for Sharing Solutions - Proceedings of the Pipelines 2011 Conference,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053299525&doi=10.1061%2f41187%28420%29110&partnerID=40&md5=a1e6fb458a7ee7db3ba9a494c0635ec4,"Planning for Colorado's water future includes addressing infrastructure needs associated with meeting future municipal and industrial demands. As part of the Colorado Water Conservation Board's (CWCB) Statewide Water Supply Initiative, CWCB developed reconnaissance-level cost estimates for several pipelines that have been discussed by various entities across the state. The scale of the proposed pipelines is significant, conveying large flows from across the Continental Divide, and even across state lines, to the eastern edge of the Rockies where most of the state's population is concentrated. To compare these major projects, CWCB and CDM developed planning-level cost estimates with considerable detail given the long term of the planning horizon. This comprehensive effort required collaboration between planning engineers and experts in design and construction cost estimation. Many of the unit costs were developed using existing tools intended for design phases. Care was taken to make the methodologies and the tools transferrable to other projects. This unique reconnaissance-level cost estimating project is thus relevant to water supply planners, and anyone interested in the early stages of large pipeline projects or pipeline cost estimation in general. © 2011 ASCE."
1203,Son H.; Yang S.; Ga C.; Yu K.; Huh Y.,"Son, Hwamin (55681626400); Yang, Sungchul (55440590900); Ga, Chillo (52963428000); Yu, Kiyun (59158943600); Huh, Yong (36135787300)",55681626400; 55440590900; 52963428000; 59158943600; 36135787300,Benefit analysis model of the national map revision program using replacement cost method,2013,"Journal of the Korean Society of Surveying, Geodesy, Photogrammetry and Cartography",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877251498&doi=10.7848%2fksgpc.2013.31.1.79&partnerID=40&md5=29b9794023fd1a4e1a303b060e07d57e,"This study proposed a method to analyze the economic benefit of the national map revision program using the replacement cost method. The replacement cost method measures the benefit of a project as the minimum cost to replace functions of the project with those of alternative goods or services in an existing market. Thus, the demands on 1/5.000 topographic map revision in 18 administrative tasks such as city and district management planning were surveyed in three local autonomous entities. Then the cost to alternatively fulfill the demands was estimated with the standard construction estimating system for the field surveying and surveying results in commercial OIS companies for the site investigation. With this cost estimation model, the benefit of the current national map revision program to the local autonomous entities was estimated as 265,960,999 won. And cost benefit ratios according to several revision frequencies from 0.5 to 4 year were also compared to find the optimal frequency."
1204,Rui Z.; Metz P.; Wang X.; Chen G.; Zhou X.; Reynolds D.,"Rui, Zhenhua (42262561100); Metz, Paul (7103110630); Wang, Xiaoqing (55265884900); Chen, Gang (59808077100); Zhou, Xiyu (42263130300); Reynolds, Douglas (7401431612)",42262561100; 7103110630; 55265884900; 59808077100; 42263130300; 7401431612,Inaccuracy in pipeline compressor station construction cost estimation,2012,Proceedings - SPE Annual Technical Conference and Exhibition,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874088018&doi=10.2118%2f160119-ms&partnerID=40&md5=aa2aae305a3259ed8145c8c2ffcdde93,"The aim ot this paper is to investigate pipeline compressor station project cost overruns. A total ot 220 pipeline compressor station projects constructed between 1992 and 2008 have been collected, including material, labor, miscellaneous, land, and total costs, compressor station capacity, location, and year of completion. Statistical methods are applied to identify the distribution of cost overruns and overrun causes. Overall average overrun rates of pipeline compressor station material, labor, miscellaneous, land and total costs are 0.03, 0.60, 0.02, -0.14, and 0.11, respectively. Cost estimations of compressor station construction components are biased except for the material cost. In addition, the cost estimation errors of underestimated compressor station construction components are generally larger than those of overestimated components. Results of the analysis show that compressor station project size, capacity, location, and year of completion have different impacts on individual construction cost component cost overruns. Copyright 2012, Society of Petroleum Engineers."
1205,Stoy C.; Pollalis S.; Dursun O.,"Stoy, Christian (14827043200); Pollalis, Spiro (6701817659); Dursun, Onur (36894455100)",14827043200; 6701817659; 36894455100,A concept for developing construction element cost models for German residential building projects,2012,International Journal of Project Organisation and Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952955703&doi=10.1504%2fIJPOM.2012.045363&partnerID=40&md5=6b80dd109e838a9374ca42300ebc2113,"Early cost estimate of construction projects plays a vital role hence it forms a foundation for budgeting, planning, monitoring and even for litigation aims. In German practice, the first stage cost estimation is performed at the pre-design stage where no design details exist. Thus, the practical relevance of any model to be developed that requires further design information, would be questionable. The German norms describe construction cost elements as the subcategories for cost of construction works. Therefore, the accuracy of the first stage estimate can be improved by modelling construction cost elements where more detailed information incorporates. In this context, it is aimed to demonstrate the development of a predictive model for the most relevant cost element: external walls. Historical data was randomly sampled from Building Cost Information Centre (Baukosteninformationszentrum) database. The most significant predictors for cost of external walls were determined by backwards regression method. Multiple linear regression methodology is employed for the final parameter estimation. The results reveal that substantial variation in the cost of external walls can be explained by the proposed model which leads to high prediction accuracy. The development of the model is anticipated to influence further studies that address cost modelling in Germany. © 2012 Inderscience Enterprises Ltd."
1206,Chen M.; Chen J.; Cheng X.,"Chen, Min (59052483100); Chen, Jianguo (53879526100); Cheng, Xinxin (53879482800)",59052483100; 53879526100; 53879482800,Individual cost estimation in construction bidding process based on cost index,2011,Applied Mechanics and Materials,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054988013&doi=10.4028%2fwww.scientific.net%2fAMM.71-78.4652&partnerID=40&md5=fce4b8e6dc1b1551f26763342ceaea44,"Tender offer is very important to the construction enterprises in the bidding process. So how to identify the individual cost objectively and efficiently is studied in the essay. The relations of social average cost and individual cost, the factors affecting the individual cost and the difficulty in ascertaining the cost in the bidding process are analyzed. Grey RBF neural network model is built combining with the cost index to obtain the social average cost. The Analytic Hierarchy Process model is made to analyze the rate of each factor affecting the individual cost through expert system. On the basis of the social average cost combining with the affecting rate of each factor, the individual cost could be judged. This method is of practical significance and proved effective through a living example. The conclusion could provide reference for construction enterprise to select the bidding strategy. © (2011) Trans Tech Publications."
1207,Chang A.S.-T.; Shih J.S.; Choo Y.S.,"Chang, A.S.-T. (7402539687); Shih, J.S. (55569884900); Choo, Y.S. (37065923200)",7402539687; 55569884900; 37065923200,Reasons and costs for design change during production,2011,Journal of Engineering Design,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952716784&doi=10.1080%2f09544820903425218&partnerID=40&md5=cf32b72bb0e7b8613e1cc3a6d94f8728,"Design change increases cost and time of production and redesign substantially. This research proposes a framework to investigate the reasons and their respective production change and redesign costs for design changes during production. It analyses 339 change items and interviews designers, owners and contractors of seven construction projects. Research findings show that design changes result from three categories of reasons: under owner's, designer's, and beyond control. The proportions of change reasons, construction change costs and redesign costs are different for the studied projects. The redesign costs are from 2.1% to 21.5% and on average 8.5% of the construction change cost, equivalent to the fee of a new design project. The identified reasons with quantitative cost behaviours can help clarify design change problems. Insight about design change can also be gained through the convergence of different perceptions of change reason proportions from project participants. The analysis process and results in this research can be referenced by other companies to obtain their own patterns of reasons, production change, and redesign costs from design changes to diagnose design performance. © 2011 Taylor & Francis."
1208,Kim J.-H.; Lee T.-H.; Lee K.-Y.; Kim Y.-W.; Yang K.-J.,"Kim, Jong-Ho (15822657700); Lee, Tae-Heun (24451644200); Lee, Ki-Young (25931088100); Kim, Yong-Wan (16070105900); Yang, Kyung-Jin (55956467300)",15822657700; 24451644200; 25931088100; 16070105900; 55956467300,Preliminary cost estimation of nuclear hydrogen production plant coupled with sulfur-iodine cycle,2011,"AIChE Annual Meeting, Conference Proceedings",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889709779&partnerID=40&md5=c0f3ed7b49a0c2a6bf78494d44e04ba0,A preliminary study of cost estimates on the VHTR with SI cycle plant for the nuclear hydrogen production was performed from the perspective of Levelized Unit Hydrogen Production Cost(LUHC). G4-ECONS developed by EMWG of GIF was appropriately modified to calculate the LUHC for the VHTR coupled with SI cycle. The result indicated estimated hydrogen production cost could be competitive with current techniques of hydrogen production from fossil fuels if CO2 capture and sequestration is required. The parametric study was done with a modified G4-ECONS for the major factors that would affect the hydrogen production cost. The result indicated that the fixed charge rate and electricity costs have a more significant influence on hydrogen production cost than the construction time.
1209,Baalousha Y.; Çelik T.,"Baalousha, Yousef (54386637400); Çelik, Tahir (7006617044)",54386637400; 7006617044,An integrated web-based data warehouse and artificial neural networks system for unit price analysis with inflation adjustment,2011,Journal of Civil Engineering and Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81255134965&doi=10.3846%2f13923730.2011.576806&partnerID=40&md5=2a2fd6c3b6d6fdfe3d6ab88064dfe7f7,"Estimating is a fundamental part of construction projects. Accurate cost estimate is the single most important element involved in the series of events that leads to a profitable completion of a contract in constmction industry. The success or failure of a project depends on the accuracy of cost estimation. A cost estimate becomes more difficult and more complicated under inflationary medium. An unpredictable inflation rate and long progress payment delay during this period makes the budgeting function very difficult, if not impossible. The cost estimation process uses lots of data. The availability of the appropriate data at the appropriate time is one of the main factors affecting the accuracy of the cost estimation. As the complexity of the estimating task increases computerized system becomes increasingly important. The estimator should develop a good system of estimating forms and procedures that exactly meet the requirements of the project, and that is understood and accessible by all team members. This system should provide the ability to define material, labor hour and equipment hour quantities required for the project. Material, labor, and equipment unit costs are then applied to the bill of quantities. This paper presents An Integrated Web-Based Data Warehouse and Artificial Neural Networks Model for Unit Price Analysis with Inflation Adjustment system called ""DANUP"". Web facilities and database management capabilities of Microsoft Visual Studio 2005 are applied to create a data warehouse which is mainly aimed to integrate data from multiple heterogeneous databases and other information sources. The System also supports integrated cost index for adjusting the effect of inflation during estimating process. An artificial neural network model for forecasting the cost indices in Turkey for the project period has been developed. A consiruction project takes relatively long time to complete, effective communication among the project participants during the project period is important. A web based system is developed to facilitate the collection of constmction cost information and communication. The web based system focuses on demonstrating the potential of data centric web data bases in enhancing the communication process during project execution. End users can access the database through the internet and perform certain transactions according to their authorization. © 2011 Vilnius Gediminas Technical University (VGTU) Press Technika."
1210,,,,"Society of Petroleum Engineers - SPE Annual Technical Conference and Exhibition 2012, ATCE 2012: Unconventional Wisdom",2012,Proceedings - SPE Annual Technical Conference and Exhibition,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874080534&partnerID=40&md5=cf7d071092d0ef01eb33b7e65dda7f6c,"The proceedings contain 374 papers. The topics discussed include: reducing fracture propagation during the drilling process by altering wettability; numerical modeling of induced fracture propagation: a novel approach for lost circulation materials (LCM) design in borehole strengthening applications of deep offshore drilling; mechanical efficiency algorithm solves drilling problems in areas of limited/inaccurate offset data; strategic baseline groundwater sampling for shale exploration; vane pump-another promising artificial lift form?; engineering analysis of hand union connections in coiled tubing operations; effective mitigation of tool sticking risk in formation testing and fluid sampling operations; the evolving unconventional gas in china; a new three-dimensional, compositional, model for hydraulic fracturing with energized fluids; inaccuracy in pipeline compressor station construction cost estimation; and the braess paradox and its impact on natural gas network performance."
1211,Rui Z.; Metz P.A.; Chen G.,"Rui, Zhenhua (42262561100); Metz, Paul A. (7103110630); Chen, Gang (59808077100)",42262561100; 7103110630; 59808077100,An analysis of inaccuracy in pipeline construction cost estimation,2012,"International Journal of Oil, Gas and Coal Technology",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863116034&doi=10.1504%2fIJOGCT.2012.044176&partnerID=40&md5=cdf0afe06388989b2996099f5ca07e94,"The aim of this paper is to investigate cost overrun of pipeline projects. A total of 412 pipeline projects between 1992 and 2008 have been collected, including material cost, labour cost, miscellaneous cost, right of way (ROW) cost, total cost, pipeline diameter, pipeline length, pipeline's location, and year of completion. Statistical methods are used to identify the distribution of the cost overrun and the causes for overruns. The overall average cost overrun rates of pipeline material, labour, miscellaneous, ROW and total costs are 4.9%, 22.4%, -0.9%, 9.1% and 6.5% respectively. The cost estimation of pipeline cost components are biased except for total cost. In addition, the cost error of underestimated pipeline construction components is generally larger than that of overestimated pipeline construction components except total cost. Results of analysis show that pipeline size, capacity, diameter, length, location, and year of completion have different impacts on cost overrun of construction cost components. © 2012 Inderscience Enterprises Ltd."
1212,Choi H.-J.; Kwon M.-J.; Kim J.-H.; Kim J.-J.,"Choi, Hyeon-Jeong (57217729947); Kwon, Min-Ji (55311800200); Kim, Ju-Hyung (35731699400); Kim, Jae-Jun (56034087400)",57217729947; 55311800200; 35731699400; 56034087400,A study on data interaction among different levels of detail in planning phases for mega projects,2011,"Proceedings of the 28th International Symposium on Automation and Robotics in Construction, ISARC 2011",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863764278&partnerID=40&md5=6ef3f000258d8f3220cfee46ba45fbb5,"Urban renewals in an area or district consist of multiple facilities construction projects, and thus, should be managed as a program. Successful program management is enabled by seamless information of subprojects during its whole lifecycle. In the aspect of data management, program is differentiated with project by its own management structure. Specified architectural design data of individual facilities become the source of program management as a project developed into architectural planning phase and even further, while the schematic data on program created in planning phase contain directions to plan individual facilities in the area. For this reason, the authors suggest schema of data interaction in the planning phase from the very initial planning phase to subsequent detailed planning phases. The data interacts based on product models of different management levels and different levels of detail (LOD), which is commonly introduced as BIM (Building Information Model) in architecture, engineering, and construction industry. Based on the advantages of BDVI, the suggested data interaction schema is expected to bring managerial opportunities such as instant cost estimation on with its own management structure of megaproject and with data that are required for specific management activity."
1213,Kersting M.; Girmscheid G.,"Kersting, Max (54405673700); Girmscheid, Gerhard (6603435621)",54405673700; 6603435621,Process-oriented analysis of the interactions among formwork related teams with a modified cyclone-model,2011,ISEC 2011 - 6th International Structural Engineering and Construction Conference: Modern Methods and Advances in Structural Engineering and Construction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923205965&doi=10.3850%2f978-981-08-7920-4-S1-CP11-cd&partnerID=40&md5=7672e488a46c9b3941dff8af5f3a038d,Time and cost estimations during the preconstruction planning process are of high importance for a reliable prediction of the financial conditions of a construction project. These time and cost estimations are based so far on partially inaccurate correlations in terms of the interactions among formwork related teams. Elementary processes which are interacting with other elementary processes may produce waiting times which cannot be considered in the general performance factors commonly used for the time estimations. The new approach performs a modified CYCLONE-analysis so that the geometrical properties of the construction site as well as the working group properties can be considered in order to assess the waiting time quota. This analysis fits into the formwork-selection-model newly developed by the ETH Zurich in cooperation with Swiss industrial partners. Through the use of the formwork-selection-model expanded with the modified CYCLONE-analysis construction companies can now identify the optimal formwork system in order to minimize their project specific operation costs. Copyright © 2011 by Research Publishing Services.
1214,Schöttle A.; Gehbauer F.,"Schöttle, Annett (36969129800); Gehbauer, Fritz (6601925693)",36969129800; 6601925693,Incentive structure in public design-bid-build tendering and its effects on projects,2013,"21st Annual Conference of the International Group for Lean Construction 2013, IGLC 2013",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903315777&partnerID=40&md5=ce22e0df52c02af8a59e92516d6ec35c,"Organizational theory argues that the more dynamic and uncertain the environment, the stricter are regulations and organizational structures. Germany's public sector is restricted by tendering regulations resulting in a strict design-bid-build tendering. These legal regulations, as well as contractual penalties, create an incentive structure which often leads to uncooperative behavior of the project partners. This paper identifies the negative incentives of strict design-bid-build tendering and explains their effects on projects. Data was collected from one public authority, and data shows that contractors are selected based on lowest bid. Thus, we argue that this tendering procedure leads to speculative behavior of the contractors, which results in unrealistic cost estimation and an intensified focus on claim management to compensate for below-cost bids. Furthermore, the design-bid-build tendering procedure strictly separates planning and execution phases, resulting in communication barriers between architects and construction companies. With regard to the non-collaborative up to hostile behavior three current public mega projects in Germany will be reviewed in brief, and of these the project Elbphilharmonie Hamburg will be discussed in more depth based on the tendering procedure and the contractual situation. We conclude that due to increasing uncertainty and complexity in projects, as well as the way of interaction between the project parties, that the current tendering procedure and the form of contracts impede collaboration. Therefore, incentives are needed which foster the collaboration in public projects."
1215,Kim H.-J.; Seo Y.-C.,"Kim, Hyung-Jin (57191718226); Seo, Yong-Chil (55615553900)",57191718226; 55615553900,An economic evaluation system for building construction projects in the conceputal phase,2011,"Proceedings of the 28th International Symposium on Automation and Robotics in Construction, ISARC 2011",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863748864&partnerID=40&md5=424a1b5272b266d0f2e37470566d6f55,"The conceptual phase of capital projects is of strategic importance - an economic evaluation at this early stage is critical to the owners' decision-making with limited information. The current study developed a comprehensive but practical system that can be used in such an early phase for economic evaluation of capital building construction projects. The system integrates four analytical steps: project planning, construction costs estimation, projection of incomes and expenditures, and economic evaluation. Due to the integration, the system effectively manages the information flow from the planning to the evaluation, in which any changes from the initial plan are fully accounted for multiple alternates. In the system, users predict construction cost using a combined estimating method with historical project data and assembly costs. The system performs the tabulation of all incomes and expenditures based on the automated calculation as well as users' inputs and then the economic evaluation based on project cash flow, which is generated using an automated scheduling method. System performance has been tested in terms of its accuracy and efficiency through case study."
1216,Ahiaga-Dagbui D.D.; Tokede O.; Smith S.D.; Wamuziri S.,"Ahiaga-Dagbui, Dominic D. (56287780100); Tokede, Olubukola (56155276100); Smith, Simon D. (50961774200); Wamuziri, Sam (6506123450)",56287780100; 56155276100; 50961774200; 6506123450,A neuro-fuzzy hybrid model for predicting final cost of water infrastructure projects,2013,"Proceedings 29th Annual Association of Researchers in Construction Management Conference, ARCOM 2013",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904654455&partnerID=40&md5=7bc2b43b0e5d856043e41b6a016c221e,"Nine out of ten infrastructure projects exceed their initial cost estimates. Accuracy of construction cost estimates remains a contentious area of debate within both academia and industry. Explanations for this have ranged from scope changes, risk and uncertainty, optimism bias, technical and managerial difficulties, suspicions of corruption, lying and insufficient required information for accurate estimation. The capacity for tolerance and imprecise knowledge representation of fuzzy set theory is combined with the learning and generalising capabilities of neural networks to develop neuro-fuzzy hybrid cost models in this paper to predict likely final cost of water infrastructure projects. The will help to increase reliability, flexibility and accuracy of initial cost estimates. Neural networks is first used to develop relative numerical weightings of cost predictors extracted from primary data collected on 98 completed projects. These were then standardised into fuzzy sets to establish a consistent framework for combining the effect of each variable on the overall final cost. A three-point fuzzy lower, upper and mean estimate of likely final cost is generated to provide a tolerance range for final cost rather than the traditional single point estimate. The performance of the final models ranged from 3.3% underestimation to 1.6 % overestimation. The best models however averaged an error of 0.6% underestimation and 0.8% overestimation of final cost of the project. The results are now being extended to a larger database of about 4500 projects in collaboration with an industry partner."
1217,Hwang S.; Park M.; Lee H.-S.; Kim H.,"Hwang, Sungjoo (56292907200); Park, Moonseo (8834440500); Lee, Hyun-Soo (36063403200); Kim, Hyunsoo (57261024000)",56292907200; 8834440500; 36063403200; 57261024000,Automated time-series cost forecasting system for construction materials,2012,Journal of Construction Engineering and Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869469099&doi=10.1061%2f%28ASCE%29CO.1943-7862.0000536&partnerID=40&md5=3f89c0e0345933410b14ed1d470b3608,"As large-scale building projects increase in frequency, their construction costs become a matter of great concern, especially because of their lengthy construction periods. In particular, recent volatile fluctuations of construction material prices have fueled problems like cost forecasting. Many researchers try to accurately estimate cost escalations, but price forecasting for numerous construction materials requires a simplified and automated process. The research in this paper develops an automated time-series material cost forecasting (ATMF) system including both autoselected procedures for determining a best-fitting model and an autoextracting module for forecasting values using the Box-Jenkins approach. If the modeling process is simplified and iterative arbitrary decisions for the modeler eliminated, each future prices of a large number of materials can be forecast differently. Thus, the ATMF system can be utilized for predicting future trends in construction material costs. Further, an out-of-sample forecast applying several material price data confirms that this system can be effectively applied to material cost estimation at a more detailed level in object-based cost planning. The proposed system can thus help decision makers in the construction industry deal with changes in economic conditions and design by estimating cost escalations caused by volatile factors such as inflation. © 2012 American Society of Civil Engineers."
1218,Lee J.Y.; Lee S.; Woo S.; Shin D.H.,"Lee, Jeoung Yoon (56378421400); Lee, Siwook (55278098200); Woo, Sungkwon (7402852160); Shin, Do Hyoung (7403352664)",56378421400; 55278098200; 7402852160; 7403352664,Framework of the approximate cost estimating model for river dredging construction,2011,KSCE Journal of Civil Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875529055&doi=10.1007%2fs12205-011-1061-8&partnerID=40&md5=147b2d363e0a94393503e07128b4f55f,"Recently, construction on the Four River Restoration Project began in South Korea. The project includes the maintenance of river embankments, the development of river areas, and river dredging. Accordingly, considerable attention is being paid to the necessary budget and estimation of construction costs. However, only a few studies have been carried out for the cost estimation of construction projects for river development or maintenance. In particular, approximate construction cost estimations for river dredging have not been studied. The lack of sufficient studies on estimating the approximate construction cost of river dredging has caused some doubt about the validity of the project’s estimated construction cost. This study proposes a framework of an approximate cost estimating model for river dredging construction. For this purpose, the construction operation process, type of river section, and the combination of equipment employed for river dredging were analyzed from the historical data of river dredging projects conducted in South Korea. The appropriateness of the analysis was examined through interviews with experts in the field. The framework of the approximate cost estimating model for river dredging construction proposed in this study provides a basis from which to develop a more accurate construction cost estimation of river dredging at the planning stage. © 2011, Springer Verlag. All rights reserved."
